Time Period,AUSTRALIA,EURO AREA,NEW ZEALAND,UNITED KINGDOM,BRAZIL,CANADA,CHINA,DENMARK,INDIA,JAPAN,MEXICO,NORWAY,SOUTH AFRICA,SINGAPORE,KOREA,SWEDEN,SWITZERLAND,TAIWAN,TURKEY,CZECHIA,HUNGARY
Currency:,USD,USD,USD,USD,BRL,CAD,CNY,DKK,INR,JPY,MXN,NOK,ZAR,SGD,KRW,SEK,CHF,TWD,TRY,CZK,HUF
2021-02,0.7753,1.2094,0.7245,1.3867,5.4132,1.2696,6.4601,6.1489,72.8053,105.3774,20.3296,8.5083,14.7791,1.3277,1111.8137,8.3437,0.8979,27.9411,7.08122,21.3881,296.046
2021-03,0.771,1.1902,0.7136,1.3863,5.6351,1.2569,6.5109,6.2483,72.8196,108.6991,20.75,8.5127,14.9651,1.3423,1130.2543,8.5431,0.9298,28.2683,7.67667,22.002043,307.23087
2021-04,0.7701,1.1965,0.7127,1.3845,5.5686,1.2494,6.5186,6.2155,74.5186,109.0445,20.0376,8.3906,14.4053,1.3343,1117.8555,8.4994,0.9218,28.2382,8.163264,21.694591,301.943182
2021-05,0.7763,1.2146,0.7225,1.4084,5.2852,1.2125,6.4321,6.122,73.2065,109.112,19.9644,8.3073,14.0443,1.3298,1123.6565,8.3511,0.9027,27.9165,8.356567,21.043619,291.395714
2021-06,0.7643,1.2048,0.7106,1.4025,5.0285,1.222,6.425,6.1726,73.5782,110.1073,20.0314,8.4231,13.9131,1.3335,1122.6073,8.3966,0.9078,27.78,8.612664,21.1315,290.269545
2021-07,0.7417,1.1821,0.6981,1.3808,5.1611,1.253,6.4763,6.2911,74.539,110.2143,19.9664,8.7934,14.5362,1.3554,1146.3948,8.6256,0.9174,27.9971,8.589805,21.691636,302.205
2021-08,0.7304,1.1767,0.6979,1.3797,5.2487,1.2599,6.4768,6.3199,74.1155,109.8527,20.075,8.8482,14.7623,1.3548,1160.9945,8.6787,0.9147,27.8591,8.473777,21.634455,298.978182
2021-09,0.7312,1.1765,0.7053,1.3732,5.279,1.2671,6.4563,6.3206,73.6357,110.161,20.0461,8.6583,14.5913,1.3479,1172.819,8.644,0.9228,27.721,8.545668,21.57,299.249091
2021-10,0.7412,1.16,0.7064,1.3701,5.5416,1.2434,6.4172,6.4134,74.92,113.1215,20.4399,8.4554,14.8423,1.3507,1181.89,8.6624,0.9227,27.9225,9.193181,21.973238,311.148095
2021-11,0.7307,1.1416,0.7019,1.3463,5.5668,1.2567,6.3889,6.5155,74.477,113.965,20.8698,8.7379,15.5313,1.3567,1184.06,8.8036,0.9213,27.809,10.690027,22.244909,319.336818
2021-12,0.7155,1.1301,0.6786,1.3303,5.6549,1.28,6.3693,6.581,75.3948,113.8329,20.926,8.9811,15.8916,1.3634,1183.8871,9.0896,0.921,27.7481,13.557665,22.33787,325.036522
2022-01,0.718,1.1317,0.6742,1.3555,5.53,1.2622,6.3556,6.5753,74.4075,114.8255,20.5074,8.8474,15.4708,1.3504,1196.0345,9.1533,0.9191,27.672,13.534886,21.628286,316.798571
2022-02,0.7169,1.1349,0.6678,1.354,5.1984,1.2711,6.3436,6.5596,74.9695,115.2763,20.4578,8.8564,15.217,1.3464,1199.1226,9.2857,0.9228,27.8716,13.654775,21.54965,314.84
2022-03,0.7374,1.1019,0.6868,1.3168,4.9764,1.266,6.3446,6.7525,76.1896,118.5774,20.5444,8.834,14.9598,1.3585,1220.8409,9.5652,0.9294,28.4313,14.613926,22.699043,342.356087
2022-04,0.7364,1.0803,0.6755,1.2933,4.7547,1.2628,6.431,6.8867,76.1719,126.3743,20.0908,8.9106,15.042,1.3662,1235.1533,9.5585,0.945,29.0933,14.703857,22.579571,346.430952
2022-05,0.7041,1.0567,0.6393,1.2438,4.9615,1.2859,6.699,7.041,77.2933,128.8486,20.0575,9.6137,15.9126,1.3829,1268.8081,9.9373,0.9804,29.5995,15.609905,23.399227,363.623182
2022-06,0.7025,1.0567,0.6352,1.232,5.0477,1.2804,6.6952,7.0406,78.09,133.9619,20.0101,9.7478,15.8144,1.3842,1277.4057,10.0349,0.9702,29.6029,16.992441,23.399909,375.234545
2022-07,0.6856,1.0168,0.6196,1.1987,5.3682,1.2936,6.7352,7.3209,79.5915,136.709,20.5464,10.0077,16.8685,1.3954,1308.0295,10.3874,0.9701,29.8745,17.453048,24.110667,396.825238
2022-08,0.6961,1.0129,0.6266,1.1983,5.1404,1.2917,6.8007,7.3456,79.5065,135.2835,20.113,9.7102,16.6872,1.384,1319.4122,10.3771,0.9574,30.09,18.030587,24.261,397.266522
2022-09,0.6671,0.9899,0.5918,1.132,5.2436,1.3339,7.0195,7.517,80.2538,143.2843,20.0689,10.2983,17.5983,1.4144,1396.3729,10.9101,0.9733,31.2786,18.313782,24.813318,407.818182
2022-10,0.637,0.9853,0.5703,1.1332,5.2521,1.3689,7.1902,7.5507,82.2915,147.0515,19.9772,10.5413,18.0981,1.4227,1426.065,11.1111,0.9949,31.959,18.58481,24.960524,425.545238
2022-11,0.6596,1.0192,0.6061,1.1727,5.268,1.3457,7.1812,7.3074,81.6805,142.445,19.4543,10.1639,17.4804,1.3872,1361.79,10.704,0.966,31.433,18.608936,23.888909,399.715455
2022-12,0.6748,1.0591,0.6353,1.218,5.2454,1.3585,6.9717,7.0229,82.4738,134.9148,19.6148,9.8801,17.28,1.3518,1293.5629,10.378,0.9316,30.6524,18.657341,22.916773,384.437273
2023-01,0.6955,1.0777,0.6402,1.2237,5.1922,1.3422,6.7904,6.9029,81.741,130.4475,18.9705,9.9495,17.1055,1.3248,1243.0705,10.3975,0.9241,30.3865,18.778555,22.2515,367.326818
2023-02,0.6893,1.0702,0.6288,1.2084,5.1808,1.3454,6.838,6.9568,82.5995,133.0463,18.6368,10.2419,17.9067,1.332,1275.4205,10.4492,0.9258,30.2289,18.84412,22.12945,359.1925
2023-03,0.6676,1.0711,0.6207,1.2138,5.2086,1.3683,6.8909,6.9522,82.2665,133.6643,18.3892,10.5323,18.2595,1.3405,1306.0161,10.4763,0.9255,30.5352,18.998948,22.123217,359.913913
2023-04,0.6688,1.0962,0.621,1.2446,5.0215,1.3484,6.8876,6.7977,81.9685,133.4745,18.0948,10.5041,18.1926,1.3318,1322.057,10.3484,0.8985,30.5595,19.33725,21.3776,343.0385
2023-05,0.6643,1.0867,0.6214,1.2484,4.9813,1.3517,6.9854,6.8549,82.2977,137.0532,17.7489,10.8075,19.0322,1.3395,1327.48,10.4643,0.8977,30.7291,19.747743,21.702652,342.766957
2023-06,0.6713,1.084,0.6135,1.2627,4.8537,1.3286,7.1614,6.8719,82.2252,141.3581,17.2407,10.7964,18.7448,1.3462,1297.2514,10.7691,0.9004,30.8405,23.696505,21.860182,342.148636
2023-07,0.6742,1.1067,0.6232,1.2893,4.8005,1.3211,7.1863,6.7332,82.1565,140.936,16.8929,10.2338,18.1404,1.3332,1282.2835,10.5002,0.8723,31.2005,26.4994,21.59881,342.850952
2023-08,0.6486,1.091,0.5996,1.2706,4.9012,1.3478,7.2486,6.8308,82.8122,144.7804,16.9767,10.4682,18.7742,1.3506,1321.7561,10.8291,0.8783,31.8239,26.943078,22.104304,353.348696
2023-09,0.6425,1.0672,0.5931,1.2381,4.9387,1.3531,7.2979,6.9877,83.07,147.845,17.3067,10.7247,18.9657,1.3637,1334.237,11.0848,0.8996,32.0435,26.999081,22.831667,361.742381
2023-10,0.6347,1.0565,0.5894,1.2175,5.0559,1.3712,7.3071,7.0621,83.2162,149.5933,18.0589,11.0224,19.0167,1.3688,1351.5071,11.0259,0.9035,32.3024,27.8602,23.275818,364.772727
2023-11,0.6508,1.0819,0.6005,1.2437,4.898,1.3707,7.2226,6.894,83.266,149.679,17.3594,10.9051,18.5236,1.3474,1308.154,10.6694,0.8902,31.875,28.637914,22.665136,350.840909
2023-12,0.6693,1.0909,0.6223,1.2657,4.8998,1.3416,7.1402,6.8348,83.254,143.9815,17.1927,10.5494,18.6328,1.3321,1304.3945,10.2576,0.8648,31.2515,29.078133,22.442667,349.871905
2024-01,0.6636,1.0899,0.6168,1.2701,4.9182,1.3423,7.1707,6.8418,83.1119,146.2943,17.0932,10.4136,18.8056,1.3362,1325.9119,10.3593,0.8591,31.2114,30.039583,22.651696,350.168696
2024-02,0.6522,1.0793,0.6123,1.263,4.9609,1.35,7.1935,6.9063,82.9485,149.615,17.0937,10.5562,19.0168,1.3447,1331.3345,10.4266,0.8771,31.433,30.773019,23.373952,359.685238
2024-03,0.6558,1.087,0.6081,1.2713,4.9798,1.3536,7.2015,6.8598,83.0214,149.8186,16.7693,10.6121,18.8478,1.3407,1331.6752,10.4113,0.8886,31.6924,32.011638,23.268429,363.656667
2024-04,0.6507,1.0724,0.5957,1.2517,5.13,1.3674,7.2374,6.9576,83.3968,153.89,16.8008,10.9058,18.8795,1.3568,1367.8555,10.8158,0.9099,32.335,32.275659,23.556636,366.033182
2024-05,0.6626,1.081,0.6066,1.2636,5.1368,1.3667,7.2327,6.9007,83.3873,155.8691,16.8033,10.7443,18.4138,1.3509,1364.7241,10.7501,0.9088,32.3286,32.216452,22.970435,358.738696
2024-06,0.6642,1.0763,0.6139,1.2716,5.3861,1.3705,7.2547,6.9336,83.46,157.86,18.1946,10.6154,18.4291,1.3517,1379.0526,10.487,0.8938,32.3768,32.52592,23.03215,366.6765
2024-07,0.6673,1.0847,0.603,1.287,5.5438,1.3714,7.2609,6.8786,83.5895,157.5182,18.1002,10.8071,18.2453,1.3456,1382.0473,10.6386,0.8917,32.645,32.87923,23.332565,362.190435
2024-08,0.6658,1.102,0.6088,1.2945,5.5517,1.3655,7.1475,6.7712,83.8855,146.2641,19.1382,10.69,18.035,1.3152,1351.4436,10.3902,0.8579,32.2359,33.645718,22.867455,359.065909
2024-09,0.677,1.1104,0.6224,1.3219,5.5378,1.3546,7.076,6.718,83.791,142.954,19.5963,10.6226,17.5948,1.2957,1330.6985,10.229,0.8472,31.956,34.009281,22.598381,355.553333
2024-10,0.67,1.0895,0.6076,1.3043,5.6278,1.3757,7.0881,6.8469,84.005,149.8909,19.7183,10.8366,17.5848,1.311,1362.3691,10.4809,0.8613,32.0905,34.205096,23.197087,368.223913
2024-11,0.6528,1.0621,0.5908,1.2738,5.7961,1.3973,7.2063,7.0235,84.3326,153.7126,20.3381,11.0537,17.9379,1.3369,1395.02,10.9091,0.8809,32.3553,34.414752,23.803095,385.488095
2024-12,0.6334,1.0472,0.5748,1.2647,6.101,1.4247,7.2807,7.1221,84.9686,153.8143,20.2616,11.2204,18.2182,1.3504,1439.9967,10.985,0.8916,32.5743,34.967164,24.011227,393.742273
2025-01,0.6231,1.0356,0.5633,1.2354,6.0109,1.4389,7.2957,7.2047,86.2652,156.4819,20.5367,11.3335,18.7131,1.3606,1452.1919,11.0845,0.9096,32.8771,35.50127,24.300043,397.55
2025-02,0.6301,1.0413,0.568,1.2542,5.7638,1.4299,7.2734,7.1633,87.0637,151.5716,20.4728,11.1934,18.4784,1.3463,1444.7932,10.7936,0.9034,32.8111,36.157475,24.082,387.294
2025-03,0.63,1.0813,0.5727,1.2913,5.7581,1.4356,7.2493,6.8993,86.5214,149.0576,20.2235,10.6782,18.2636,1.3356,1458.3452,10.1328,0.8836,32.979,37.107862,23.137476,369.962381
2025-04,0.6291,1.1232,0.5837,1.3144,5.7905,1.3981,7.2968,6.6483,85.5768,144.1286,20.0387,10.5547,18.9124,1.3231,1439.7777,9.7684,0.8337,32.6441,38.076777,22.310364,362.329091
2025-05,0.6435,1.1274,0.5936,1.3358,5.6664,1.3867,7.2166,6.6177,85.2462,144.8762,19.4573,10.2985,18.1222,1.2946,1391.4376,9.6631,0.8299,30.2214,38.733218,22.083318,357.905909
2025-06,0.6509,1.1534,0.6036,1.3577,5.5458,1.3668,7.1804,6.468,85.8765,144.4835,19.0203,10.0519,17.8198,1.2825,1364.6775,9.5482,0.8132,29.623,39.380138,21.539476,349.176667
2025-07,0.6536,1.1671,0.5992,1.3489,5.5332,1.3691,7.1741,6.3944,86.1714,147.2014,18.6886,10.1573,17.7702,1.2817,1379.2959,9.5975,0.7989,29.3395,40.175048,21.087739,341.577391
2025-08,0.6495,1.1647,0.5903,1.3456,5.4455,1.3797,7.1727,6.4079,87.5695,147.4786,18.7063,10.1874,17.6957,1.2847,1388.999,9.5774,0.8058,30.1538,40.785562,21.079476,340.911905
2025-09,0.6598,1.1739,0.5884,1.3506,5.363,1.3834,7.1235,6.359,88.3214,147.8629,18.4789,9.9431,17.4252,1.2847,1392.9052,9.3727,0.7961,30.3695,41.281945,20.752818,333.840909
2025-10,0.6547,1.1641,0.5765,1.3357,5.3832,1.3988,7.12,6.4155,88.3691,151.3545,18.4246,10.0213,17.2722,1.2952,1423.0795,9.4253,0.7975,30.6032,41.790691,20.903043,335.069565
